Date,MSFT,F,JPM,GOOG,HPQ,C,HOG,VZ,AAPL,IBM,T,CSCO,BAC,INTC,AMD,SNE,NVDA,AMZN,MS,BK
02/21/2019,107.1412735,8.171064377,98.78279877,1096.969971,21.80678368,60.53866959,35.36793137,51.59872818,41.95037842,126.4332504,27.11811066,46.43894958,27.89047623,49.25193024,23.92000008,47.63999939,154.9084167,1619.439941,39.86640549,50.29718018
02/22/2019,108.6689224,8.171064377,98.34259033,1110.369995,22.13309288,60.36925125,35.0655632,52.30630875,42.41878128,127.726593,27.39958763,47.09685898,27.6905098,50.28658676,24.36000061,47.88999939,158.3095093,1631.560059,39.70488739,50.55366135
02/25/2019,109.276062,8.217971802,99.37284851,1109.400024,22.29158401,60.73632813,35.51911545,52.17765427,42.7277832,127.9191818,27.38199234,47.73596954,27.87143326,50.87098312,24.70999908,48.45999908,157.8122711,1633,40.08492661,50.2781868
02/26/2019,110.0301056,8.330546379,98.61420441,1115.130005,22.2822628,60.35042953,34.82933044,52.04900742,42.75230026,128.1576691,27.46115685,48.10251617,27.89047623,50.99552155,24.20999908,48.18999863,156.2310486,1636.400024,40.29395294,50.38267136
02/27/2019,109.8440323,8.236733437,98.4924469,1116.050049,22.23564911,60.61396408,35.28288651,52.12252045,42.88473511,127.6531982,27.32042122,48.48786163,28.11901093,51.00511169,23.47999954,48.43000031,154.5503998,1641.089966,40.43647003,50.10720444
02/28/2019,109.7069397,8.227353096,97.74316406,1119.920044,18.39451981,60.21865845,35.07500458,52.30630875,42.46292496,126.6992722,27.37319946,48.65703964,27.83188438,50.73685455,23.53000069,47.99000168,153.5648651,1639.829956,39.88540268,49.85072708
03/01/2019,110.196579,8.246115685,97.80873108,1140.98999,18.27332115,60.67984772,35.7931366,52.34306717,42.9092598,127.6807022,27.10931778,48.31869125,28.0520134,51.06258774,23.68000031,47.88999939,155.7449951,1671.72998,40.3794632,50.05020905
03/04/2019,109.9321671,8.264878273,97.58395386,1147.800049,18.20805931,60.00217819,35.47186661,51.681427,43.12506485,126.9744415,26.37045288,48.08372116,27.78403091,51.67572021,23.37000084,47.61999893,156.0735016,1696.170044,39.90441132,49.30928802
03/05/2019,109.3837662,8.227353096,97.5090332,1162.030029,18.04956436,59.23038864,36.66245651,51.53439713,43.0465889,126.4699554,26.34406662,48.2152977,27.83188438,51.42663193,23.5,47.65999985,155.814682,1692.430054,39.80939484,50.01221466
03/06/2019,109.4327393,8.049108505,97.14375305,1157.859985,17.788517,58.83507156,36.07661438,51.16681671,42.7989006,125.6444168,26.22092056,48.56305313,27.60218811,50.72727966,22.40999985,47.52999878,151.3648071,1668.949951,39.54336929,49.4517746
03/07/2019,108.1009369,7.955295563,96.44129944,1143.300049,17.54611588,58.26094055,35.39627457,51.73656082,42.30351639,124.1584778,26.31767845,48.2059021,27.32463264,50.39196396,22.07999992,46.40000153,148.5873718,1625.949951,39.11581421,48.66335297
03/08/2019,108.2184601,7.899009705,96.4787674,1142.319946,17.47153282,58.41153717,35.5852623,51.94792175,42.40406799,123.91082,26.35286331,47.99913025,27.42034149,50.27701187,22.01000023,45.95000076,149.9611664,1620.800049,39.29634476,48.90083313
